RCDTS,County ,Dist # ,District Name/ School Name,City,ELA,Math
160194280260011,Dekalb,4280,DeKalb High School,Dekalb,498.2,472.0
160194290260000,Dekalb,4290,Hinckley Big Rock CUSD 429,Hinckley,527.4,521.5
160194290260003,Dekalb,4290,Hinckley-Big Rock High School,Hinckley,529.5,524.2
160194300260000,Dekalb,4300,Sandwich CUSD 430,Sandwich,496.6,485.9
160194300260001,Dekalb,4300,Sandwich Community High School,Sandwich,498.9,487.2
160194320260000,Dekalb,4320,Somonauk CUSD 432,Somonauk,505.8,490.5
160194320260003,Dekalb,4320,Somonauk High School,Somonauk,505.8,490.5
170200150260000,Dewitt,150,Clinton CUSD 15,Clinton,487.9,464.2
170200150260001,Dewitt,150,Clinton High School,Clinton,489.2,467.1
170200180260000,Dewitt,180,Blue Ridge CUSD 18,Farmer City,534.5,498.0
170200180260001,Dewitt,180,Blue Ridge High School,Farmer City,537.2,501.3
170530050260000,Livingston,50,Woodland CUSD 5,Streator,489.2,488.9
170530050260001,Livingston,50,Woodland High School,Streator,489.2,488.9
170530080260000,Livingston,80,Prairie Central CUSD 8,Fairbury,524.2,520.7
170530080260001,Livingston,80,Prairie Central High School,Fairbury,524.2,520.7
170530740270000,Livingston,740,Flanagan-Cornell Dist 74,Flanagan,487.2,476.0
170530740270001,Livingston,740,Flanagan-Cornell High School,Flanagan,487.2,476.0
170530900170000,Livingston,900,Pontiac Twp HSD 90,Pontiac,491.4,483.5
170530900170001,Livingston,900,Pontiac High School,Pontiac,491.4,483.5
170532300170000,Livingston,2300,Dwight Twp HSD 230,Dwight,503.3,521.8
170532300170001,Livingston,2300,Dwight High School,Dwight,505.0,524.2
170540210260000,Logan,210,Hartsburg Emden CUSD 21,Hartsburg,481.8,470.6
170540210260001,Logan,210,Hartsburg-Emden Jr-Sr High School,Hartsburg,481.8,470.6
170540230260000,Logan,230,Mt Pulaski CUSD 23,Mount Pulaski,511.2,473.6
170540230260001,Logan,230,Mount Pulaski High School,Mount Pulaski,511.2,473.6
170544040160000,Logan,4040,Lincoln CHSD 404,Lincoln,494.0,474.6
170544040160001,Logan,4040,Lincoln Comm High School,Lincoln,494.0,474.6
170640020260000,McLean,20,LeRoy CUSD 2,Le Roy,512.8,511.7
170640020260003,McLean,20,LeRoy High School,Le Roy,512.8,511.7
170640030260000,McLean,30,Tri Valley CUSD 3,Downs,564.2,573.8
170640030260002,McLean,30,Tri-Valley High School,Downs,564.2,573.8
170640040260000,McLean,40,Heyworth CUSD 4,Heyworth,496.1,487.6
170640040260001,McLean,40,Heyworth Jr-Sr High School,Heyworth,499.1,488.9
170640050260000,McLean,50,McLean County USD 5,Normal,522.9,522.1
170640050260001,McLean,50,Normal Community High School,Normal,528.3,534.7
170640050260002,McLean,50,Normal Community West High School,Normal,522.8,514.8
170640050260003,McLean,50,Eugene Field School,Normal,505.0,442.5
170640070260000,McLean,70,Lexington CUSD 7,Lexington,510.4,518.9
170640070260002,McLean,70,Lexington High School,Lexington,510.4,518.9
170640160260000,McLean,160,Olympia CUSD 16,Stanford,519.8,515.8
170640160260009,McLean,160,Olympia High School,Stanford,520.8,517.2
170640190260000,McLean,190,Ridgeview CUSD 19,Colfax,502.3,494.6
170640190260001,McLean,190,Ridgeview High School,Colfax,502.3,494.6
170640870250000,McLean,870,Bloomington SD 87,Bloomington,500.4,489.8
170640870250001,McLean,870,Bloomington High School,Bloomington,501.0,490.4
190220860170000,Dupage,860,Hinsdale Twp HSD 86,Hinsdale,584.1,590.3
190220860170001,Dupage,860,Hinsdale Central High School,Hinsdale,608.7,620.9
190220860170002,Dupage,860,Hinsdale South High School,Darien,536.4,531.1
190220870170000,Dupage,870,Glenbard Twp HSD 87,Glen Ellyn,529.1,530.2
190220870170001,Dupage,870,Glenbard East High School,Lombard,502.4,506.5
190220870170002,Dupage,870,Glenbard North High School,Carol Stream,526.4,525.5
190220870170003,Dupage,870,Glenbard West High School,Glen Ellyn,553.2,556.9
190220870170004,Dupage,870,Glenbard South High School,Glen Ellyn,544.4,541.5
190220880160000,Dupage,880,DuPage HSD 88,Addison,495.5,496.5
190220880160001,Dupage,880,Addison Trail High School,Addison,480.0,479.3
190220880160002,Dupage,880,Willowbrook High School,Villa Park,510.5,513.0
190220940160000,Dupage,940,CHSD 94,West Chicago,481.0,483.5
190220940160001,Dupage,940,Community High School,West Chicago,481.7,484.5
190220990160000,Dupage,990,CHSD 99,Downers Grove,541.0,560.8
190220990160001,Dupage,990,Comm H S Dist 99 - North H S,Downers Grove,561.0,583.5
190220990160002,Dupage,990,Comm H S Dist 99 - South High Sch,Downers Grove,525.5,543.2
190221000160000,Dupage,1000,Fenton CHSD 100,Bensenville,493.9,491.9
190221000160001,Dupage,1000,Fenton High School,Bensenville,494.6,493.4
190221080160000,Dupage,1080,Lake Park CHSD 108,Roselle,536.6,541.0
190221080160001,Dupage,1080,Lake Park High School,Roselle,537.1,541.9
190222000260000,Dupage,2000,CUSD 200,Wheaton,550.7,549.2
190222000260020,Dupage,2000,Wheaton Warrenville South H S,Wheaton,547.8,542.8
190222000260021,Dupage,2000,Wheaton North High School,Wheaton,554.2,556.8
190222010260000,Dupage,2010,CUSD 201,Westmont,542.0,544.1
190222010260001,Dupage,2010,Westmont High School,Westmont,544.8,546.8
190222020260000,Dupage,2020,Lisle CUSD 202,Lisle,553.6,559.0
190222020260001,Dupage,2020,Lisle High School,Lisle,557.4,565.8
190222030260000,Dupage,2030,Naperville CUSD 203,Naperville,582.6,596.6
190222030260001,Dupage,2030,Naperville Central High School,Naperville,588.4,603.8
190222030260013,Dupage,2030,Naperville North High School,Naperville,583.3,597.1
190222040260000,Dupage,2040,Indian Prairie CUSD 204,Aurora,572.8,589.1
190222040260001,Dupage,2040,Waubonsie Valley High School,Aurora,552.6,560.5
190222040260002,Dupage,2040,Neuqua Valley High School,Naperville,595.0,616.1
190222040260005,Dupage,2040,Metea Valley High School,Aurora,567.4,586.6
190222050260000,Dupage,2050,Elmhurst SD 205,Elmhurst,571.0,583.1
190222050260003,Dupage,2050,York Comm High School,Elmhurst,571.7,584.3
200240010260000,Edwards,10,Edwards County CUSD 1,Albion,500.9,482.8
200240010260005,Edwards,10,Edwards County High School,Albion,503.3,484.9
200300070260000,Gallatin,70,Gallatin CUSD 7,Junction,458.5,441.1
200300070260001,Gallatin,70,Gallatin High School,Junction,458.5,441.1
200330100260000,Hamilton,100,Hamilton Co CUSD 10,Mc Leansboro,490.0,468.6
200330100260002,Hamilton,100,Hamilton County Jr/Sr High School,Mc Leansboro,490.0,468.6
200350010260000,Hardin,10,Hardin County CUSD 1,Elizabethtown,466.8,433.8
200350010260003,Hardin,10,Hardin County High School,Elizabethtown,466.8,433.8
200760010260000,Pope,10,Pope Co CUD 1,Golconda,471.9,438.4
200760010260001,Pope,10,Pope Co High School,Golconda,471.9,438.4
200830010260000,Saline,10,Galatia CUSD 1,Galatia,480.0,485.5
200830010260001,Saline,10,Galatia High School,Galatia,479.0,489.0
200830020260000,Saline,20,Carrier Mills-Stonefort CUSD 2,Carrier Mills,439.3,410.0
200830020260001,Saline,20,Carrier Mills-Stonefort H S,Carrier Mills,439.3,410.0
200830030260000,Saline,30,Harrisburg CUSD 3,Harrisburg,479.0,438.4
200830030260001,Saline,30,Harrisburg High School,Harrisburg,480.2,438.4
200830040260000,Saline,40,Eldorado CUSD 4,Eldorado,457.1,414.6
200830040260001,Saline,40,Eldorado High School,Eldorado,457.1,414.6
200933480260000,Wabash,3480,Wabash CUSD 348,Mount Carmel,492.5,478.3
200933480260001,Wabash,3480,Mount Carmel High School,Mount Carmel,492.5,478.3
200961000260000,Wayne,1000,Wayne City CUSD 100,Wayne City,505.0,480.9
200961000260001,Wayne,1000,Wayne City High School,Wayne City,505.0,480.9
200962000260000,Wayne,2000,North Wayne CUSD 200,Cisne,484.6,473.1
200962000260001,Wayne,2000,Cisne High School,Cisne,484.6,473.1
200962250160000,Wayne,2250,Fairfield Comm H S Dist 225,Fairfield,486.7,462.7
200962250160001,Wayne,2250,Fairfield Comm High School,Fairfield,486.7,462.7
200970010260000,White,10,Grayville CUSD 1,Grayville,475.0,441.5
200970010260003,White,10,Grayville Jr Sr High School,Grayville,475.0,441.5
200970030260000,White,30,Norris City-Omaha-Enfield CUSD 3,Norris City,506.2,483.6
200970030260001,White,30,Norris City-Omaha-Enfield H S,Norris City,506.2,483.6
200970050260000,White,50,Carmi-White County CUSD 5,Carmi,469.7,439.7
200970050260001,White,50,Carmi-White County High School,Carmi,469.7,439.7
210280990260000,Franklin,990,Christopher USD 99,Christopher,474.4,468.4
210280990260001,Franklin,990,Christopher High,Christopher,474.4,468.4
210281030130000,Franklin,1030,Benton Cons HSD 103,Benton,479.2,470.6
210281030130001,Franklin,1030,Benton Cons High School,Benton,479.2,470.6
210281680260000,Franklin,1680,Frankfort CUSD 168,West Frankfort,494.2,472.9
210281680260001,Franklin,1680,Frankfort Community High School,West Frankfort,494.2,472.9
210281740260000,Franklin,1740,Thompsonville CUSD 174,Thompsonville,476.6,455.2
210281740260001,Franklin,1740,Thompsonville High School,Thompsonville,476.6,455.2
210281880260000,Franklin,1880,Zeigler-Royalton CUSD 188,Zeigler,460.3,448.1
210281880260001,Franklin,1880,Zeigler-Royalton High School,Zeigler,462.3,449.7
210281960260000,Franklin,1960,Sesser-Valier CUSD 196,Sesser,497.3,480.0
210281960260001,Franklin,1960,Sesser-Valier High School,Sesser,497.3,480.0
210440010260000,Johnson,10,Goreville CUD 1,Goreville,496.1,471.8
210440010260001,Johnson,10,Goreville High School,Goreville,496.1,471.8
210441330170000,Johnson,1330,Vienna HSD 133,Vienna,498.4,456.7
210441330170001,Johnson,1330,Vienna High School,Vienna,498.4,456.7
210610010260000,Massac,10,Massac UD 1,Metropolis,500.7,472.3
210610010260001,Massac,10,Massac County High School,Metropolis,500.9,471.5
210610380260000,Massac,380,Joppa-Maple Grove UD 38,Joppa,448.5,449.2
210610380260001,Massac,380,Joppa Jr & Sr High School,Joppa,448.5,449.2
211000010260000,Williamson,10,Johnston City CUSD 1,Johnston City,487.1,460.1
211000010260001,Williamson,10,Johnston City High School,Johnston City,488.3,461.7
211000020260000,Williamson,20,Marion CUSD 2,Marion,485.6,473.2
211000020260001,Williamson,20,Marion High School,Marion,487.7,475.0
211000030260000,Williamson,30,Crab Orchard CUSD 3,Marion,473.5,441.5
211000030260001,Williamson,30,Crab Orchard High School,Marion,475.8,444.8
211000040260000,Williamson,40,Herrin CUSD 4,Herrin,514.8,501.1
211000040260001,Williamson,40,Herrin High School,Herrin,518.4,504.8
211000050260000,Williamson,50,Carterville CUSD 5,Carterville,538.3,536.2
211000050260001,Williamson,50,Carterville High School,Carterville,541.3,538.6
240320010260000,Grundy,10,Coal City CUSD 1,Coal City,506.8,511.9
240320010260001,Grundy,10,Coal City High School,Coal City,506.8,511.9
240320730170000,Grundy,730,Gardner S Wilmington Twp HSD 73,Gardner,513.7,498.8
240320730170001,Grundy,730,Gardner-South Wilmington Twp H S,Gardner,513.7,498.8
240321010160000,Grundy,1010,Morris CHSD 101,Morris,515.9,508.0
240321010160001,Grundy,1010,Morris Community High School,Morris,517.4,510.8
240321110160000,Grundy,1110,Minooka CHSD 111,Channahon,525.2,502.6
240321110160001,Grundy,1110,Minooka Community High School,Minooka,525.8,503.2
240470180160000,Kendall,180,Newark CHSD 18,Newark,511.4,505.0
240470180160001,Kendall,180,Newark Comm High School,Newark,512.6,507.4
240470880260000,Kendall,880,Plano CUSD 88,Plano,489.2,473.9
240470880260001,Kendall,880,Plano High School,Plano,489.6,474.4
240471150260000,Kendall,1150,Yorkville CUSD 115,Yorkville,518.7,507.1
240471150260001,Kendall,1150,Yorkville High School,Yorkville,519.5,508.2
240473080260000,Kendall,3080,CUSD 308,Oswego,522.5,524.4
240473080260001,Kendall,3080,Oswego High School,Oswego,518.3,521.5
240473080260002,Kendall,3080,Oswego East High School,Oswego,529.5,530.8
260290010260000,Fulton,10,Astoria CUSD 1,Astoria,464.8,443.9
260290010260001,Fulton,10,Astoria High School,Astoria,464.8,443.9
260290020260000,Fulton,20,V I T CUSD 2,Table Grove,454.2,423.8
260290020260001,Fulton,20,V I T Sr High School,Table Grove,460.8,428.8
260290030260000,Fulton,30,CUSD 3 Fulton County,Cuba,451.2,425.6
260290030260001,Fulton,30,Cuba Sr High School,Cuba,451.2,425.6
260290040260000,Fulton,40,Spoon River Valley CUSD 4,London Mills,487.9,479.6
260290040260001,Fulton,40,Spoon River Valley Sr High Sch,London Mills,492.2,479.1
260290660250000,Fulton,660,Canton Union SD 66,Canton,501.1,489.5
260290660250001,Fulton,660,Canton High School,Canton,501.1,489.5
260290970260000,Fulton,970,Lewistown CUSD 97,Lewistown,488.6,448.0
260290970260001,Fulton,970,Lewistown Jr/Sr High School,Lewistown,488.6,448.0
260343070160000,Hancock,3070,Illini West H S Dist 307,Carthage,477.7,455.6
260343070160001,Hancock,3070,Illini West High School,Carthage,477.7,455.6
260343160260000,Hancock,3160,Warsaw CUSD 316,Warsaw,504.3,469.1
260343160260001,Hancock,3160,Warsaw Sr High School,Warsaw,504.3,469.1
260343280240000,Hancock,3280,Hamilton CCSD 328,Hamilton,460.0,453.9
260343280240001,Hancock,3280,Hamilton Jr/Sr High Sch,Hamilton,460.0,453.9
260343370260000,Hancock,3370,Southeastern CUSD 337,Augusta,501.0,479.0
260343370260001,Hancock,3370,Southeastern Jr/Sr High School,Augusta,504.3,481.4
260621030260000,McDonough,1030,West Prairie CUSD 103,Colchester,520.9,484.4
260621030260001,McDonough,1030,West Prairie High School,Sciota,520.9,484.4
260621700260000,McDonough,1700,Bushnell Prairie City CUSD 170,Bushnell,450.2,459.2
260621700260001,McDonough,1700,Bushnell-Prairie City High Sch,Bushnell,450.2,459.2
260621850260000,McDonough,1850,Macomb CUSD 185,Macomb,532.0,513.1
260621850260001,McDonough,1850,Macomb Senior High School,Macomb,532.0,513.1
260850050260000,Schuyler,50,Schuyler-Industry CUSD 5,Rushville,475.3,460.3
260850050260001,Schuyler,50,Rushville-Industry High School,Rushville,475.3,460.3
280061030220000,Bureau,1030,DePue USD 103,DePue,434.1,441.8
280061030220001,Bureau,1030,DePue High School,DePue,434.1,441.8
280063030260000,Bureau,3030,La Moille CUSD 303,La Moille,508.5,515.0
280063030260001,Bureau,3030,La Moille High School,La Moille,508.5,515.0
280063400260000,Bureau,3400,Bureau Valley CUSD 340,Manlius,485.9,471.5
280063400260001,Bureau,3400,Bureau Valley High School,Manlius,487.7,474.0
280065000150000,Bureau,5000,Princeton HSD 500,Princeton,519.4,494.4
280065000150001,Bureau,5000,Princeton High School,Princeton,519.8,494.3
280065020170000,Bureau,5020,Hall HSD 502,Spring Valley,493.8,495.0
280065020170001,Bureau,5020,Hall High School,Spring Valley,493.8,495.0
280065050160000,Bureau,5050,Ohio CHSD 505,Ohio,535.0,518.8
280065050160001,Bureau,5050,Ohio Community High School,Ohio,535.0,518.8
280372230260000,Henry,2230,Orion CUSD 223,Orion,504.2,542.5
280372230260001,Henry,2230,Orion High School,Orion,504.2,542.5
280372240260000,Henry,2240,Galva CUSD 224,Galva,480.8,457.4
280372240260001,Henry,2240,Galva Jr-Sr High School,Galva,480.8,457.4
280372250260000,Henry,2250,AlWood CUSD 225,Woodhull,481.5,472.3
280372250260001,Henry,2250,AlWood  Middle/High School,Woodhull,481.5,472.3
280372260260000,Henry,2260,Annawan CUSD 226,Annawan,495.6,467.2
280372260260001,Henry,2260,Annawan High School,Annawan,495.6,467.2
280372270260000,Henry,2270,Cambridge CUSD 227,Cambridge,544.7,514.4
280372270260002,Henry,2270,Cambridge Jr/Sr High School,Cambridge,544.7,514.4
280372280260000,Henry,2280,Geneseo CUSD 228,Geneseo,516.2,503.7
280372280260001,Henry,2280,Geneseo High School,Geneseo,517.0,504.6
280372290260000,Henry,2290,Kewanee CUSD 229,Kewanee,474.3,455.3
280372290260001,Henry,2290,Kewanee High School,Kewanee,476.2,458.6
280372300260000,Henry,2300,Wethersfield CUSD 230,Kewanee,497.5,468.0
280372300260002,Henry,2300,Wethersfield Jr/Sr High School,Kewanee,497.5,468.0
280881000260000,Stark,1000,Stark County CUSD 100,Wyoming,485.5,491.3
280881000260001,Stark,1000,Stark County High School,Toulon,485.7,493.1
300020010220000,Alexander,10,Cairo USD 1,Cairo,403.0,402.0
300020010220001,Alexander,10,Cairo Jr/Sr High School,Cairo,405.8,401.6
300020050260000,Alexander,50,Egyptian CUSD 5,Tamms,458.4,416.8
300020050260001,Alexander,50,Egyptian Sr High School,Tamms,458.4,416.8
300391650160000,Jackson,1650,Carbondale CHSD 165,Carbondale,505.2,517.2
300391650160001,Jackson,1650,Carbondale Comm H S,Carbondale,508.8,520.0
300391760260000,Jackson,1760,Trico CUSD 176,Campbell Hill,467.6,472.4
300391760260001,Jackson,1760,Trico Senior High School,Campbell Hill,467.6,472.4
300391860260000,Jackson,1860,Murphysboro CUSD 186,Murphysboro,486.7,478.6
300391860260001,Jackson,1860,Murphysboro High School,Murphysboro,488.3,480.7
300391960260000,Jackson,1960,Elverado CUSD 196,Elkville,471.2,443.8
300391960260001,Jackson,1960,Elverado High School,Elkville,475.5,443.9
300731010160000,Perry,1010,Pinckneyville CHSD 101,Pinckneyville,488.6,509.6
300731010160001,Perry,1010,Pinckneyville Comm High School,Pinckneyville,488.6,509.6
300733000260000,Perry,3000,Du Quoin CUSD 300,Du Quoin,477.4,483.4
300733000260001,Perry,3000,Du Quoin High School,Du Quoin,479.0,485.5
300771000260000,Pulaski,1000,Century CUSD 100,Ullin,458.4,434.4
300771000260001,Pulaski,1000,Century Jr/Sr High School,Ullin,458.4,434.4
300771010260000,Pulaski,1010,Meridian CUSD 101,Mounds,413.3,420.0
300771010260001,Pulaski,1010,Meridian High School,Mounds,413.3,420.0
300910170220000,Union,170,Cobden SUD 17,Cobden,486.1,469.8
300910170220001,Union,170,Cobden High School,Cobden,488.7,474.2
300910660220000,Union,660,Dongola USD 66,Dongola,459.3,450.7
300910660220001,Union,660,Dongola High School,Dongola,459.3,450.7
300910810160000,Union,810,Anna Jonesboro CHSD 81,Anna,477.5,461.5
300910810160001,Union,810,Anna-Jonesboro High School,Anna,480.0,464.2
300910840260000,Union,840,Shawnee CUSD 84,Wolf Lake,456.5,431.7
300910840260001,Union,840,Shawnee High School,Wolf Lake,456.5,431.7
310450460220000,Kane,460,SD U-46,Elgin,486.2,482.8
310450460220001,Kane,460,Elgin High School,Elgin,471.6,468.1
310450460220002,Kane,460,Larkin High School,Elgin,464.2,453.4
310450460220003,Kane,460,Streamwood High School,Streamwood,461.7,456.7
310450460220004,Kane,460,Bartlett High School,Bartlett,525.2,527.2
310450460220005,Kane,460,South Elgin High School,South Elgin,500.7,500.2
310451010220000,Kane,1010,Batavia USD 101,Batavia,548.4,560.7
310451010220001,Kane,1010,Batavia Sr High School,Batavia,549.3,561.5
310451290220000,Kane,1290,Aurora West USD 129,Aurora,481.1,465.0
310451290220001,Kane,1290,West Aurora High School,Aurora,481.7,465.9
310451310220000,Kane,1310,Aurora East USD 131,Aurora,445.2,445.7
310451310220001,Kane,1310,East High School,Aurora,445.5,446.2
310453000260000,Kane,3000,CUSD 300,Algonquin,506.0,500.9
310453000260002,Kane,3000,Dundee-Crown High School,Carpentersville,474.9,476.5
310453000260003,Kane,3000,Hampshire High School,Hampshire,520.4,513.7
310453000260004,Kane,3000,Harry D Jacobs High School,Algonquin,533.1,523.2
310453010260000,Kane,3010,Central CUSD 301,Burlington,530.8,525.8
310453010260001,Kane,3010,Central High School,Burlington,531.4,526.6
310453020260000,Kane,3020,Kaneland CUSD 302,Maple Park,527.1,512.9
310453020260001,Kane,3020,Kaneland Senior High School,Maple Park,527.5,513.6
310453030260000,Kane,3030,St Charles CUSD 303,St Charles,555.3,573.4
310453030260011,Kane,3030,St Charles East High School,St Charles,548.2,564.6
310453030260012,Kane,3030,St Charles North High School,St Charles,564.3,584.6
310453040260000,Kane,3040,Geneva CUSD 304,Geneva,562.7,568.7
310453040260001,Kane,3040,Geneva Community High School,Geneva,562.7,568.7
320380030260000,Iroquois,30,Donovan CUSD 3,Donovan,460.0,433.7
320380030260001,Iroquois,30,Donovan Sr High School,Donovan,460.0,433.7
320380040260000,Iroquois,40,Central CUSD 4,Ashkum,509.4,515.4
320380040260001,Iroquois,40,Central High School,Clifton,509.4,515.4
320380060260000,Iroquois,60,Cissna Park CUSD 6,Cissna Park,520.0,511.3
320380060260001,Iroquois,60,Cissna Park Sr High School,Cissna Park,520.0,511.3
320380090260000,Iroquois,90,Iroquois County CUSD 9,Watseka,486.7,480.4
320380090260001,Iroquois,90,Watseka Comm High School,Watseka,486.7,480.4
320380100260000,Iroquois,100,Iroquois West CUSD 10,Gilman,473.1,437.1
320380100260001,Iroquois,100,Iroquois West High School,Gilman,476.3,447.2
320381240260000,Iroquois,1240,Milford Area Public Schools District 124,Milford,532.5,504.3
320381240260001,Iroquois,1240,Milford High School Campus,Milford,532.5,504.3
320460010260000,Kankakee,10,Momence CUSD 1,Momence,431.9,418.8
320460010260003,Kankakee,10,Momence High School,Momence,431.9,418.8
320460020260000,Kankakee,20,Herscher CUSD 2,Herscher,509.2,523.3
320460020260001,Kankakee,20,Herscher High School,Herscher,510.4,524.7
320460050260000,Kankakee,50,Manteno CUSD 5,Manteno,495.2,473.2
320460050260005,Kankakee,50,Manteno High School,Manteno,505.3,486.6
320460060260000,Kankakee,60,Grant Park CUSD 6,Grant Park,519.8,513.2
320460060260001,Kankakee,60,Grant Park High School,Grant Park,519.8,513.2
320461110250000,Kankakee,1110,Kankakee SD 111,Kankakee,440.1,419.0
320461110250014,Kankakee,1110,Kankakee High School,Kankakee,443.1,421.3
320463020160000,Kankakee,3020,St Anne CHSD 302,Saint Anne,457.3,447.1
320463020160001,Kankakee,3020,St Anne Comm High School,Saint Anne,457.3,447.1
320463070160000,Kankakee,3070,Bradley Bourbonnais CHSD 307,Bradley,497.5,478.8
320463070160001,Kankakee,3070,Bradley-Bourbonnais C High School,Bradley,497.8,478.9
330362350260000,Henderson,2350,West Central CUSD 235,Biggsville,474.4,435.1
330362350260001,Henderson,2350,West Central High School,Biggsville,476.0,437.1
330482020260000,Knox,2020,Knoxville CUSD 202,Knoxville,486.0,498.3
330482020260001,Knox,2020,Knoxville Sr High School,Knoxville,486.0,498.3
330482050260000,Knox,2050,Galesburg CUSD 205,Galesburg,479.4,468.3
330482050260023,Knox,2050,Galesburg High School,Galesburg,479.5,468.5
330482080260000,Knox,2080,R O W V A CUSD 208,Oneida,520.2,486.1
330482080260001,Knox,2080,R O W V A Jr and  Sr High School,Oneida,520.2,486.1
330482100260000,Knox,2100,Williamsfield CUSD 210,Williamsfield,494.0,466.7
330482100260001,Knox,2100,Williamsfield High School,Williamsfield,494.0,466.7
330482760260000,Knox,2760,Abingdon-Avon CUSD 276,Abingdon,456.1,416.3
330482760260001,Knox,2760,Abingdon-Avon High Sch,Abingdon,456.1,416.3
330664040260000,Mercer,4040,Mercer County School District 404,Aledo,506.5,494.2
330664040260001,Mercer,4040,Mercer County High School,Aledo,506.5,494.2
330942380260000,Warren,2380,Monmouth-Roseville CUSD 238,Monmouth,480.4,473.0
330942380260001,Warren,2380,Monmouth-Roseville High Sch,Monmouth,479.7,473.7
330943040260000,Warren,3040,United CUSD 304,Monmouth,531.9,512.3
330943040260001,Warren,3040,United High School,Monmouth,531.9,512.3
340490600260000,Lake,600,Waukegan CUSD 60,Waukegan,437.2,424.5
340490600260022,Lake,600,Waukegan High School,Waukegan,438.3,426.0
340490950260000,Lake,950,Lake Zurich CUSD 95,Lake Zurich,561.0,566.3
340490950260001,Lake,950,Lake Zurich High School,Lake Zurich,562.3,567.8
340491130170000,Lake,1130,Twp HSD 113,Highland Park,591.1,589.0
340491130170001,Lake,1130,Deerfield High School,Deerfield,605.5,603.6
340491130170002,Lake,1130,Highland Park High School,Highland Park,580.2,579.1
340491150160000,Lake,1150,Lake Forest CHSD 115,Lake Forest,588.5,597.3
340491150160001,Lake,1150,Lake Forest High School,Lake Forest,588.8,597.9
340491160260000,Lake,1160,Round Lake CUSD 116,Round Lake,466.2,454.8
340491160260006,Lake,1160,Round Lake Senior High School,Round Lake,466.5,455.2
340491170160000,Lake,1170,CHSD 117,Lake Villa,532.2,525.3
340491170160001,Lake,1170,Antioch Comm High School,Antioch,519.7,517.1
340491170160002,Lake,1170,Lakes Community High School,Lake Villa,546.4,536.1
340491180260000,Lake,1180,Wauconda CUSD 118,Wauconda,527.1,509.7
340491180260005,Lake,1180,Wauconda High School,Wauconda,529.0,511.2
340491200130000,Lake,1200,Mundelein Cons HSD 120,Mundelein,511.6,497.2
340491200130001,Lake,1200,Mundelein Cons High School,Mundelein,512.4,498.0
340491210170000,Lake,1210,Warren Twp HSD 121,Gurnee,530.7,517.5
340491210170001,Lake,1210,Warren Township High School,Gurnee,532.5,519.4
340491240160000,Lake,1240,Grant CHSD 124,Fox Lake,506.3,502.7
340491240160001,Lake,1240,Grant Community High School,Fox Lake,507.7,505.0
340491250130000,Lake,1250,Adlai E Stevenson HSD 125,Lincolnshire,614.0,640.6
340491250130001,Lake,1250,Adlai E Stevenson High School,Lincolnshire,614.7,642.1
340491260170000,Lake,1260,Zion-Benton Twp HSD 126,Zion,477.5,456.9
340491260170001,Lake,1260,Zion-Benton Twnshp Hi Sch,Zion,474.2,454.4
340491260170002,Lake,1260,New Tech High - Zion-Benton East,Zion,500.4,475.7
340491270160000,Lake,1270,Grayslake CHSD 127,Grayslake,548.1,535.4
340491270160001,Lake,1270,Grayslake Central High School,Grayslake,552.8,541.5
340491270160002,Lake,1270,Grayslake North High School,Grayslake,546.4,533.2
340491280160000,Lake,1280,CHSD 128,Vernon Hills,597.3,607.2
340491280160002,Lake,1280,Libertyville High School,Libertyville,602.0,609.6
340491280160004,Lake,1280,Vernon Hills High School,Vernon Hills,595.0,609.9
340491870260000,Lake,1870,North Chicago SD 187,North Chicago,428.9,404.5
340491870260001,Lake,1870,North Chicago Community High Sch,North Chicago,430.5,407.3
340492200260000,Lake,2200,Barrington CUSD 220,Barrington,577.3,585.3
340492200260004,Lake,2200,Barrington High School,Barrington,578.7,586.8
350500010260000,La Salle,10,Leland CUSD 1,Leland,508.2,469.1
350500010260001,La Salle,10,Leland High School,Leland,511.9,474.3
350500020260000,La Salle,20,Serena CUSD 2,Serena,483.7,464.3
350500020260001,La Salle,20,Serena High School,Serena,483.7,464.3
350500090260000,La Salle,90,Earlville CUSD 9,Earlville,480.3,479.7
350500090260001,La Salle,90,Earlville Jr/Sr High School,Earlville,480.3,479.7
350500400170000,La Salle,400,Streator Twp HSD 40,Streator,464.1,442.8
350500400170001,La Salle,400,Streator Twp High School,Streator,464.1,442.8
350501200170000,La Salle,1200,La Salle-Peru Twp HSD 120,La Salle,503.4,479.5
350501200170001,La Salle,1200,La Salle-Peru Twp High School,La Salle,503.8,479.9
350501400170000,La Salle,1400,Ottawa Twp HSD 140,Ottawa,501.2,486.8
350501400170001,La Salle,1400,Ottawa Township High School,Ottawa,502.6,488.0
350501600170000,La Salle,1600,Seneca Twp HSD 160,Seneca,504.9,480.7
350501600170001,La Salle,1600,Seneca High School,Seneca,504.9,480.7
350502800170000,La Salle,2800,Mendota Twp HSD 280,Mendota,488.9,488.8
